line_item_id,order_id,sales_date,last_updated,sku,quantity,unit_price,product_category,to_invoice,cost,sales_team
1719317,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,50131,4.0,19.5,Clothing / Tops,74.1,7.42,Wholesale
1719318,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,50165,4.0,19.5,Clothing / Tops,74.1,7.42,Wholesale
1719319,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,50181,4.0,19.5,Clothing / Tops,74.1,7.52,Wholesale
1719320,S04102,2025-04-01 17:00:00,2025-04-17 17:55:26,50209,4.0,19.5,Clothing / Tops,74.1,7.52,Wholesale
1719321,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,50212,4.0,19.5,Clothing / Tops,74.1,7.4,Wholesale
1719322,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,50226,4.0,19.5,Clothing / Tops,74.1,7.49,Wholesale
1719323,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,50227,4.0,19.5,Clothing / Tops,74.1,7.54,Wholesale
1719324,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,50232,4.0,19.5,Clothing / Tops,74.1,7.47,Wholesale
1719325,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98157C-PCKT-S,4.0,27.0,Clothing / Bottoms,102.6,9.43,Wholesale
1719326,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98157C-PCKT-M,6.0,27.0,Clothing / Bottoms,153.9,9.43,Wholesale
1719327,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98157C-PCKT-L,2.0,27.0,Clothing / Bottoms,51.3,9.43,Wholesale
1719328,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98161C-PCKT-S,4.0,27.0,Clothing / Bottoms,102.6,9.43,Wholesale
1719329,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98161C-PCKT-M,6.0,27.0,Clothing / Bottoms,153.9,9.43,Wholesale
1719330,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98161C-PCKT-L,2.0,27.0,Clothing / Bottoms,51.3,9.43,Wholesale
1719334,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98223C-PCKT-S,4.0,27.0,Clothing / Bottoms,102.6,6.67,Wholesale
1719335,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98223C-PCKT-M,6.0,27.0,Clothing / Bottoms,153.9,6.67,Wholesale
1719336,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98223C-PCKT-L,2.0,27.0,Clothing / Bottoms,51.3,6.67,Wholesale
1719423,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98125C-PCKT-S,4.0,27.0,Clothing / Bottoms,102.6,9.43,Wholesale
1719424,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98125C-PCKT-M,6.0,27.0,Clothing / Bottoms,153.9,9.43,Wholesale
1719425,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,98125C-PCKT-L,2.0,27.0,Clothing / Bottoms,51.3,9.43,Wholesale
1719372,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90165-PKT-S,4.0,20.0,Clothing / Bottoms,76.0,7.71,Wholesale
1719373,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90165-PKT-M,6.0,20.0,Clothing / Bottoms,114.0,7.71,Wholesale
1719374,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90165-PKT-L,2.0,20.0,Clothing / Bottoms,38.0,7.71,Wholesale
1719375,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90181-PKT-S,4.0,20.0,Clothing / Bottoms,76.0,7.82,Wholesale
1719376,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90181-PKT-M,6.0,20.0,Clothing / Bottoms,114.0,7.82,Wholesale
1719377,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90181-PKT-L,2.0,20.0,Clothing / Bottoms,38.0,7.82,Wholesale
1719378,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90232-PKT-S,4.0,20.0,Clothing / Bottoms,76.0,7.77,Wholesale
1719379,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90232-PKT-M,6.0,20.0,Clothing / Bottoms,114.0,7.77,Wholesale
1719380,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90232-PKT-L,2.0,20.0,Clothing / Bottoms,38.0,7.77,Wholesale
1719390,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90212-PKT-S,4.0,20.0,Clothing / Bottoms,76.0,7.68,Wholesale
1719391,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90212-PKT-M,6.0,20.0,Clothing / Bottoms,114.0,7.68,Wholesale
1719392,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90212-PKT-L,2.0,20.0,Clothing / Bottoms,38.0,7.68,Wholesale
1719393,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90234-PKT-S,4.0,20.0,Clothing / Bottoms,76.0,7.77,Wholesale
1719394,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90234-PKT-M,6.0,20.0,Clothing / Bottoms,114.0,7.77,Wholesale
1719395,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90234-PKT-L,2.0,20.0,Clothing / Bottoms,38.0,7.77,Wholesale
1719428,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90233-PKT-S,4.0,20.0,Clothing / Bottoms,76.0,7.82,Wholesale
1719429,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90233-PKT-M,6.0,20.0,Clothing / Bottoms,114.0,7.82,Wholesale
1719430,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,90233-PKT-L,2.0,20.0,Clothing / Bottoms,38.0,7.82,Wholesale
1719396,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,SCR-NB-PPP-10,2.0,20.0,Accessories,38.0,5.25,Wholesale
1719397,S04102,2025-04-01 17:00:00,2025-04-17 17:55:04,DIS-CLO-01,1.0,0.0,Displays,0.0,1.32,Wholesale
1741765,S04250,2025-04-17 17:00:00,2025-04-17 17:25:34,DIS-CHOKER-02,1.0,0.0,Displays,0.0,1.32,Wholesale
1741751,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,104BCA-S24-03,3.0,0.0,Anklets,0.0,2.39,Wholesale
1741752,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,BCOA002,3.0,0.0,Anklets,0.0,2.6,Wholesale
1741753,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,4HLB008,6.0,0.0,Bracelets,0.0,4.3,Wholesale
1741754,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,10907,3.0,0.0,Bracelets,0.0,2.87,Wholesale
1741755,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,10917,3.0,0.0,Bracelets,0.0,2.87,Wholesale
1741756,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,ONSN001,2.0,0.0,Necklaces,0.0,4.95,Wholesale
1741757,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,OFFN002,2.0,0.0,Necklaces,0.0,3.02,Wholesale
1741758,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,83125C-S,1.0,0.0,Clothing / Bottoms,0.0,8.38,Wholesale
1741759,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,83216C-S,1.0,0.0,Clothing / Bottoms,0.0,8.38,Wholesale
1741760,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,85105C1-L,1.0,0.0,Clothing / Tops,0.0,5.53,Wholesale
1741761,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,85106C-M,1.0,0.0,Clothing / Tops,0.0,10.33,Wholesale
1741762,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,85119C-L,1.0,0.0,Clothing / Tops,0.0,9.88,Wholesale
1741763,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,83223C-S,0.0,0.0,Clothing / Bottoms,0.0,8.38,Wholesale
1741764,S04249,2025-04-17 17:11:06,2025-04-17 17:24:39,83119C-S,1.0,0.0,Clothing / Bottoms,0.0,8.38,Wholesale
1741690,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,CS-PPP-10,1.0,120.0,Bracelets,120.0,28.68,Wholesale
1741691,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,10917,2.0,12.0,Bracelets,24.0,2.87,Wholesale
1741692,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,10907,2.0,12.0,Bracelets,24.0,2.87,Wholesale
1741693,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,HLG4M-PPP-10,1.0,119.9,Bracelets,119.9,34.36,Wholesale
1741694,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,41041,2.0,14.75,Bracelets,29.5,4.63,Wholesale
1741695,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,410HLB-S24-01,2.0,11.99,Bracelets,23.98,3.44,Wholesale
1741696,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,41004,2.0,11.99,Bracelets,23.98,3.44,Wholesale
1741697,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,41031,2.0,11.99,Bracelets,23.98,3.44,Wholesale
1741698,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,ONSN001,2.0,14.75,Necklaces,29.5,4.95,Wholesale
1741699,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,21048,2.0,16.25,Necklaces,32.5,6.2,Wholesale
1741700,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,4HLN002,2.0,16.25,Necklaces,32.5,6.49,Wholesale
1741701,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,4HLN003,2.0,16.25,Necklaces,32.5,6.02,Wholesale
1741702,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,22012,2.0,16.5,Necklaces,33.0,5.23,Wholesale
1741703,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,22017,2.0,16.5,Necklaces,33.0,5.23,Wholesale
1741704,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,2HLB001,2.0,14.75,Bracelets,29.5,4.63,Wholesale
1741705,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,2HLB002,2.0,14.75,Bracelets,29.5,4.63,Wholesale
1741707,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,104BCA-S24-03,2.0,9.75,Anklets,19.5,2.39,Wholesale
1741708,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,BCOA002,2.0,9.75,Anklets,19.5,2.6,Wholesale
1741709,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,SEAB003,2.0,9.75,Bracelets,19.5,2.19,Wholesale
1741710,S04248,2025-04-17 16:00:00,2025-04-17 16:42:53,SEAB001,2.0,9.75,Bracelets,19.5,2.19,Wholesale
1642033,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,NMB-PPP-10,1.0,97.5,Bracelets,97.5,14.94,Wholesale
1642035,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,91156C-S,2.0,27.0,Clothing / Bottoms,54.0,8.98,Wholesale
1642036,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,91156C-M,2.0,27.0,Clothing / Bottoms,54.0,8.98,Wholesale
1642037,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,91156C-L,1.0,27.0,Clothing / Bottoms,27.0,8.98,Wholesale
1642038,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,98223C-PCKT-S,2.0,27.0,Clothing / Bottoms,54.0,6.67,Wholesale
1642039,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,98223C-PCKT-M,2.0,27.0,Clothing / Bottoms,54.0,6.67,Wholesale
1642040,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,98223C-PCKT-L,1.0,27.0,Clothing / Bottoms,27.0,6.67,Wholesale
1642041,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,80128C-S,2.0,26.0,Clothing / Bottoms,52.0,9.58,Wholesale
1642042,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,80128C-M,2.0,26.0,Clothing / Bottoms,52.0,9.58,Wholesale
1642043,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,80128C-L,1.0,26.0,Clothing / Bottoms,26.0,9.58,Wholesale
1642044,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,90231-PKT-S,2.0,20.0,Clothing / Bottoms,40.0,7.79,Wholesale
1642045,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,90231-PKT-M,2.0,20.0,Clothing / Bottoms,40.0,7.79,Wholesale
1642046,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,90231-PKT-L,1.0,20.0,Clothing / Bottoms,20.0,7.79,Wholesale
1642047,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,92181-S,2.0,21.5,Clothing / Bottoms,43.0,8.27,Wholesale
1642048,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,92181-M,2.0,21.5,Clothing / Bottoms,43.0,8.27,Wholesale
1642049,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,92181-L,1.0,21.5,Clothing / Bottoms,21.5,8.27,Wholesale
1642050,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,83125C-S,2.0,17.0,Clothing / Bottoms,34.0,8.38,Wholesale
1642051,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,83125C-M,2.0,17.0,Clothing / Bottoms,34.0,8.38,Wholesale
1642052,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,83125C-L,2.0,17.0,Clothing / Bottoms,34.0,8.38,Wholesale
1642053,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,83223C-S,2.0,17.0,Clothing / Bottoms,34.0,8.38,Wholesale
1642054,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,83223C-M,2.0,17.0,Clothing / Bottoms,34.0,8.38,Wholesale
1642055,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,83223C-L,2.0,17.0,Clothing / Bottoms,34.0,8.38,Wholesale
1642056,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,50178,2.0,19.5,Clothing / Tops,39.0,7.47,Wholesale
1642057,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,96147C-ADJ-S,2.0,24.0,Clothing / Full Body,48.0,6.18,Wholesale
1642058,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,96147C-ADJ-M,2.0,24.0,Clothing / Full Body,48.0,6.18,Wholesale
1642059,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,96147C-ADJ-L,1.0,24.0,Clothing / Full Body,24.0,6.18,Wholesale
1642060,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,81223C-ADJ-S,2.0,31.0,Clothing / Full Body,62.0,9.59,Wholesale
1642061,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,81223C-ADJ-M,2.0,31.0,Clothing / Full Body,62.0,9.59,Wholesale
1642062,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,81223C-ADJ-L,1.0,31.0,Clothing / Full Body,31.0,9.59,Wholesale
1642063,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,79125C1-WB-S,1.0,30.0,Clothing / Bottoms,30.0,6.51,Wholesale
1642064,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,79125C1-WB-M,1.0,30.0,Clothing / Bottoms,30.0,6.51,Wholesale
1642065,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,79125C1-WB-L,1.0,30.0,Clothing / Bottoms,30.0,6.51,Wholesale
1642066,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,61147C-S,2.0,27.0,Clothing / Full Body,54.0,6.21,Wholesale
1642067,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,61147C-M,2.0,27.0,Clothing / Full Body,54.0,6.21,Wholesale
1642068,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,61147C-L,2.0,27.0,Clothing / Full Body,54.0,6.21,Wholesale
1642069,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,61223C-S,2.0,27.0,Clothing / Full Body,54.0,7.32,Wholesale
1642070,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,61223C-M,2.0,27.0,Clothing / Full Body,54.0,7.32,Wholesale
1642071,S03672,2025-01-27 21:00:00,2025-04-17 16:33:20,61223C-L,2.0,27.0,Clothing / Full Body,54.0,7.32,Wholesale
1735500,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,91105C-XL,2.0,27.0,Clothing / Bottoms,54.0,8.64,Faire
1735501,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,91119C-XL,2.0,27.0,Clothing / Bottoms,54.0,8.59,Faire
1735502,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,91128C-XL,2.0,27.0,Clothing / Bottoms,54.0,8.98,Faire
1735504,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,91196C-XL,2.0,25.0,Clothing / Bottoms,50.0,8.98,Faire
1735505,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,T-COMM,1.0,-49.9,T-COMM (Commission),-49.9,0.0,Faire
1735506,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,PYMT-PROC-FEE,1.0,-9.61,Processing Fees,-9.61,0.0,Faire
1741620,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,90212-PKT-XL,2.0,20.0,Clothing / Bottoms,40.0,7.68,Faire
1741621,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,90242-PKT-XL,2.0,20.0,Clothing / Bottoms,40.0,7.77,Faire
1741622,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,91106C-XL,2.0,27.0,Clothing / Bottoms,54.0,8.98,Faire
1741623,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,91129C-L,2.0,27.0,Clothing / Bottoms,54.0,8.98,Faire
1741624,#V25BSHJHN9,2025-04-12 04:45:35,2025-04-17 15:38:42,91156C-L,2.0,24.75,Clothing / Bottoms,49.5,8.98,Faire
1741537,#4765ZSMJRV,2025-04-17 14:26:40,2025-04-17 19:22:49,20088,6.0,11.0,Necklaces,66.0,2.84,Faire
1741538,#4765ZSMJRV,2025-04-17 14:26:40,2025-04-17 19:22:49,20092,4.0,11.0,Necklaces,44.0,2.84,Faire
1741539,#4765ZSMJRV,2025-04-17 14:26:40,2025-04-17 19:22:49,OFFN001,2.0,11.49,Necklaces,22.98,3.05,Faire
1741540,#4765ZSMJRV,2025-04-17 14:26:40,2025-04-17 19:22:49,T-COMM,1.0,-19.95,T-COMM (Commission),-19.95,0.0,Faire
1741541,#4765ZSMJRV,2025-04-17 14:26:40,2025-04-17 19:22:49,PYMT-PROC-FEE,1.0,-4.95,Processing Fees,-4.95,0.0,Faire
1741534,#YAA4F6FRZ8,2025-04-17 14:26:39,2025-04-17 14:26:34,96224C-ADJ-L,4.0,24.0,Clothing / Full Body,96.0,8.38,Faire
1741535,#YAA4F6FRZ8,2025-04-17 14:26:39,2025-04-17 14:26:34,T-COMM,1.0,-14.4,T-COMM (Commission),-14.4,0.0,Faire
1741536,#YAA4F6FRZ8,2025-04-17 14:26:39,2025-04-17 14:26:34,PYMT-PROC-FEE,1.0,-3.66,Processing Fees,-3.66,0.0,Faire
1739183,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,410HLB-S24-01,8.0,11.99,Bracelets,95.92,3.44,Wholesale
1739184,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,41004,8.0,11.99,Bracelets,95.92,3.44,Wholesale
1739185,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,21049,6.0,22.25,Necklaces,133.5,4.68,Wholesale
1739186,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,21048,6.0,16.25,Necklaces,97.5,6.2,Wholesale
1739187,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,10917,6.0,12.0,Bracelets,72.0,2.87,Wholesale
1739188,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,10918,2.0,12.0,Bracelets,24.0,2.87,Wholesale
1739189,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,10907,6.0,12.0,Bracelets,72.0,2.87,Wholesale
1739190,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,10920,2.0,12.0,Bracelets,24.0,2.87,Wholesale
1739191,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,NMB-PPP-10,1.0,97.5,Bracelets,97.5,14.94,Wholesale
1739192,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,OCEAN-PPP-10,1.0,65.0,Bracelets,65.0,14.35,Wholesale
1739193,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,MOO-PPP-10,1.0,65.0,Bracelets,65.0,14.35,Wholesale
1739194,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,10831,6.0,7.5,Bracelets,45.0,1.81,Wholesale
1739195,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,10832,6.0,7.5,Bracelets,45.0,1.68,Wholesale
1739196,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,SEAB-PPP-10,1.0,97.5,Bracelets,97.5,21.92,Wholesale
1739197,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,XSHN001,6.0,16.75,Necklaces,100.5,4.82,Wholesale
1739198,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,OFFN002,6.0,11.49,Necklaces,68.94,3.02,Wholesale
1739199,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,200SBN-S24-01,6.0,11.0,Necklaces,66.0,2.84,Wholesale
1739200,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,20088,6.0,11.0,Necklaces,66.0,2.84,Wholesale
1739201,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,104BCA-PPP-10,1.0,97.5,Anklets,97.5,23.9,Wholesale
1739202,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,SSBA001,6.0,7.75,Anklets,46.5,0.64,Wholesale
1739203,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,COWA-PPP-10,1.0,50.0,Anklets,50.0,15.2,Wholesale
1739204,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,22002,3.0,16.5,Necklaces,49.5,5.23,Wholesale
1739205,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,220GDN-S24-01,3.0,16.5,Necklaces,49.5,5.23,Wholesale
1739206,S04225,2025-04-15 12:00:00,2025-04-17 11:54:05,ISLAND-PPP-10,1.0,65.0,Bracelets,65.0,10.69,Wholesale
1741349,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,61105C-L,2.0,27.0,Clothing / Full Body,54.0,7.88,Faire
1741350,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,61119C-S,2.0,27.0,Clothing / Full Body,54.0,7.84,Faire
1741351,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,61212-ADJ-M,2.0,27.5,Clothing / Full Body,55.0,8.23,Faire
1741352,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,61212-ADJ-S,2.0,27.5,Clothing / Full Body,55.0,8.23,Faire
1741353,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,61216C-M,2.0,27.0,Clothing / Full Body,54.0,6.77,Faire
1741354,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,96129C-ADJ-M,2.0,24.0,Clothing / Full Body,48.0,3.0,Faire
1741355,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,96129C-ADJ-S,2.0,24.0,Clothing / Full Body,48.0,3.0,Faire
1741356,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,96147C-ADJ-M,2.0,24.0,Clothing / Full Body,48.0,6.18,Faire
1741357,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,96147C-ADJ-S,2.0,24.0,Clothing / Full Body,48.0,6.18,Faire
1741358,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,96159C-ADJ-M,2.0,24.0,Clothing / Full Body,48.0,3.0,Faire
1741359,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 06:09:31,96159C-ADJ-S,2.0,24.0,Clothing / Full Body,48.0,3.0,Faire
1741360,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 04:46:28,T-COMM,1.0,-84.0,T-COMM (Commission),-84.0,0.0,Faire
1741361,#W2G825XJRX,2025-04-17 04:46:28,2025-04-17 04:46:28,PYMT-PROC-FEE,1.0,-19.9,Processing Fees,-19.9,0.0,Faire
1741339,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 06:09:31,20092,2.0,11.0,Necklaces,22.0,2.84,Faire
1741340,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 06:09:31,90178-PKT-L,2.0,20.0,Clothing / Bottoms,40.0,7.77,Faire
1741341,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 06:09:31,90178-PKT-M,2.0,20.0,Clothing / Bottoms,40.0,7.77,Faire
1741342,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 06:09:31,90178-PKT-PET-S,2.0,20.0,Clothing / Bottoms,40.0,7.77,Faire
1741343,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 06:09:31,90198-PKT-L,2.0,20.0,Clothing / Bottoms,40.0,7.77,Faire
1741344,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 06:09:31,90198-PKT-M,2.0,20.0,Clothing / Bottoms,40.0,7.77,Faire
1741345,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 06:09:31,90198-PKT-PET-S,2.0,20.0,Clothing / Bottoms,40.0,7.77,Faire
1741346,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 04:46:27,SCR-NB-PPP-10,1.0,20.0,Accessories,20.0,5.25,Faire
1741347,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 04:46:27,T-COMM,1.0,-42.3,T-COMM (Commission),-42.3,0.0,Faire
1741348,#BY75KN4Q3G,2025-04-17 04:46:27,2025-04-17 04:46:27,PYMT-PROC-FEE,1.0,-10.17,Processing Fees,-10.17,0.0,Faire
1741330,#2ATJSP74B4,2025-04-17 04:46:26,2025-04-17 06:09:31,54106CL-L,2.0,19.75,Clothing / Tops,39.5,8.22,Faire
1741331,#2ATJSP74B4,2025-04-17 04:46:26,2025-04-17 06:09:31,54106CL-M,2.0,19.75,Clothing / Tops,39.5,8.22,Faire
1741332,#2ATJSP74B4,2025-04-17 04:46:26,2025-04-17 06:09:31,54106CL-S,2.0,19.75,Clothing / Tops,39.5,8.22,Faire
1741333,#2ATJSP74B4,2025-04-17 04:46:26,2025-04-17 06:09:31,86106C,2.0,17.0,Clothing / Tops,34.0,6.58,Faire
1741334,#2ATJSP74B4,2025-04-17 04:46:26,2025-04-17 06:09:31,86159C,2.0,12.37,Clothing / Tops,24.74,6.58,Faire
1741335,#2ATJSP74B4,2025-04-17 04:46:26,2025-04-17 04:46:26,BA-PPP-10,1.0,65.0,Anklets,65.0,15.7,Faire
1741336,#2ATJSP74B4,2025-04-17 04:46:26,2025-04-17 04:46:26,KHEA-PPP-10,1.0,55.0,Accessories,55.0,13.11,Faire
1741337,#2ATJSP74B4,2025-04-17 04:46:26,2025-04-17 04:46:26,T-COMM,1.0,-44.59,T-COMM (Commission),-44.59,0.0,Faire
1741338,#2ATJSP74B4,2025-04-17 04:46:26,2025-04-17 04:46:26,PYMT-PROC-FEE,1.0,-10.7,Processing Fees,-10.7,0.0,Faire
