order_id,delivery_id,ship_date,scheduled_date,invoice_id,invoice_number,invoice_amount_residual,due_date,channel,payment_terms,invoice_move_id,payment_ids,total_paid,amount_residual
#ZC68KB8FY5,136856,2025-04-22 20:08:13,2025-04-22 04:46:06,932482,INV/2025/01712,110.01,2025-05-22 20:08:13,Faire,30 Days,,[],0.0,110.01
#QCCRUZAS9V,136760,2025-04-22 20:14:17,2025-04-21 21:28:18,932488,INV/2025/01713,186.68,2025-05-22 20:14:17,Faire,30 Days,,[],0.0,186.68
#CGDD9WVWST,136859,2025-04-22 20:31:10,2025-04-22 04:46:08,932498,INV/2025/01714,286.41,2025-05-22 20:31:10,Faire,30 Days,,[],0.0,286.41
S03936,126352,2020-01-03 16:00:00,2020-01-03 16:00:00,,,,2020-01-03 16:00:00,,,,[],0.0,
NONE,115718,2020-01-15 17:00:00,2020-01-15 17:00:00,,,,2020-01-15 17:00:00,,,,[],0.0,
NONE,115719,2024-01-15 17:00:00,2024-01-15 17:00:00,,,,2024-01-15 17:00:00,,,,[],0.0,
#6VHB6Y6FA6,119578,2024-03-01 12:59:59,2024-03-01 12:59:59,,,,2024-03-01 12:59:59,Faire,Due on Ship,,[],0.0,199.52
NONE,15271,2024-04-03 03:00:00,2024-04-03 03:00:00,,,,2024-04-03 03:00:00,,,,[],0.0,
#392267,36142,2024-05-15 19:14:38,2024-05-15 19:14:38,,,,2024-05-15 19:14:38,,,,[],0.0,
S01940,37361,2024-05-21 19:13:14,2024-05-21 19:13:14,,,,2024-05-21 19:13:14,Wholesale,Due on Ship,,[],0.0,2080.0
#395337,38635,2024-05-24 09:48:11,2024-05-24 09:48:11,,,,2024-05-24 09:48:11,,,,[],0.0,
#395353,38619,2024-05-24 11:02:04,2024-05-24 11:02:04,,,,2024-05-24 11:02:04,,,,[],0.0,
#395387,38585,2024-05-24 12:06:21,2024-05-24 12:06:21,,,,2024-05-24 12:06:21,,,,[],0.0,
#395666,38789,2024-05-24 18:23:51,2024-05-24 18:23:51,,,,2024-05-24 18:23:51,,,,[],0.0,
#397282,40462,2024-05-26 18:37:11,2024-05-26 18:37:11,,,,2024-05-26 18:37:11,,,,[],0.0,
#401835,45343,2024-06-07 14:08:08,2024-06-07 14:08:08,,,,2024-06-07 14:08:08,,,,[],0.0,
#404451,49644,2024-06-14 15:49:46,2024-06-14 15:49:46,,,,2024-06-14 15:49:46,,,,[],0.0,
#411423,57034,2024-07-05 15:46:56,2024-07-05 15:46:56,,,,2024-07-05 15:46:56,,,,[],0.0,
#413577,58275,2024-07-12 16:44:43,2024-07-12 16:44:43,,,,2024-07-12 16:44:43,,,,[],0.0,
S02131,66712,2024-07-15 20:00:00,2024-07-15 20:00:00,,,,2024-08-29 20:00:00,Wholesale,45 Days,,[],0.0,11290.0
S02131,50273,2024-07-15 20:00:00,2024-07-15 20:00:00,,,,2024-08-29 20:00:00,Wholesale,45 Days,,[],0.0,11290.0
S02131,37592,2024-07-15 20:00:00,2024-07-15 20:00:00,,,,2024-08-29 20:00:00,Wholesale,45 Days,,[],0.0,11290.0
#415562,60433,2024-07-18 22:17:47,2024-07-18 22:17:47,,,,2024-07-18 22:17:47,,,,[],0.0,
#416352,61373,2024-07-21 05:49:27,2024-07-21 05:49:27,,,,2024-07-21 05:49:27,,,,[],0.0,
#419365,64972,2024-07-31 19:31:09,2024-07-31 19:31:09,,,,2024-07-31 19:31:09,,,,[],0.0,
#421177,67775,2024-08-08 09:10:41,2024-08-08 09:10:41,,,,2024-08-08 09:10:41,,,,[],0.0,
#421454,67283,2024-08-09 16:53:39,2024-08-09 16:53:39,,,,2024-08-09 16:53:39,,,,[],0.0,
#423702,70131,2024-08-19 19:56:12,2024-08-19 19:56:12,,,,2024-08-19 19:56:12,,,,[],0.0,
#425263,71825,2024-08-26 21:57:21,2024-08-26 21:57:21,,,,2024-08-26 21:57:21,,,,[],0.0,
#425935,72536,2024-08-28 19:28:25,2024-08-28 19:28:25,,,,2024-08-28 19:28:25,,,,[],0.0,
#426247,72872,2024-08-29 09:16:41,2024-08-29 09:16:41,,,,2024-08-29 09:16:41,,,,[],0.0,
#426892,75810,2024-08-30 14:39:42,2024-08-30 14:39:42,,,,2024-08-30 14:39:42,,,,[],0.0,
#427572,74247,2024-08-31 21:55:30,2024-08-31 21:55:30,,,,2024-08-31 21:55:30,,,,[],0.0,
#428403,75996,2024-09-02 13:00:16,2024-09-02 13:00:16,,,,2024-09-02 13:00:16,,,,[],0.0,
#428493,75165,2024-09-02 15:59:33,2024-09-02 15:59:33,,,,2024-09-02 15:59:33,,,,[],0.0,
#429471,76347,2024-09-04 21:33:00,2024-09-04 21:33:00,,,,2024-09-04 21:33:00,,,,[],0.0,
#429781,76976,2024-09-06 21:15:03,2024-09-06 21:15:03,,,,2024-09-06 21:15:03,,,,[],0.0,
#431474,79003,2024-09-15 15:25:05,2024-09-15 15:25:05,,,,2024-09-15 15:25:05,,,,[],0.0,
#431761,79558,2024-09-16 20:40:51,2024-09-16 20:40:51,,,,2024-09-16 20:40:51,,,,[],0.0,
#433462,81445,2024-09-27 17:01:11,2024-09-27 17:01:11,,,,2024-09-27 17:01:11,,,,[],0.0,
#435108,83197,2024-10-07 18:29:55,2024-10-07 18:29:55,,,,2024-10-07 18:29:55,,,,[],0.0,
NONE,78344,2024-10-15 21:00:00,2024-10-15 21:00:00,,,,2024-10-15 21:00:00,,,,[],0.0,
#438207,86744,2024-10-21 14:39:39,2024-10-21 14:39:39,,,,2024-10-21 14:39:39,,,,[],0.0,
#438745,87567,2024-10-24 19:06:38,2024-10-24 19:06:38,,,,2024-10-24 19:06:38,,,,[],0.0,
#439921,89849,2024-11-02 12:55:38,2024-11-02 12:55:38,,,,2024-11-02 12:55:38,,,,[],0.0,
S02893,79434,2024-11-07 21:00:00,2024-11-07 21:00:00,,,,2024-11-07 21:00:00,,,,[],0.0,
#440486,90351,2024-11-08 00:13:49,2024-11-08 00:13:49,,,,2024-11-08 00:13:49,,,,[],0.0,
#443022,96674,2024-11-25 14:56:49,2024-11-25 14:56:49,,,,2024-11-25 14:56:49,,,,[],0.0,
#445760,99848,2024-11-29 15:15:23,2024-11-29 15:15:23,,,,2024-11-29 15:15:23,,,,[],0.0,
#XHCCV6E4RY,64587,2024-12-01 22:04:41,2024-12-01 22:04:41,,,,2024-12-31 22:04:41,Faire,30 Days,,[],0.0,3731.44
#448294,102431,2024-12-02 15:36:37,2024-12-02 15:36:37,,,,2024-12-02 15:36:37,,,,[],0.0,
#450743,105017,2024-12-08 13:46:46,2024-12-08 13:46:46,,,,2024-12-08 13:46:46,,,,[],0.0,
#450844,105114,2024-12-08 20:54:58,2024-12-08 20:54:58,,,,2024-12-08 20:54:58,,,,[],0.0,
S02909,81535,2024-12-10 18:00:00,2024-12-10 18:00:00,,,,2024-12-10 18:00:00,,,,[],0.0,
S02909,79382,2024-12-10 18:00:00,2024-12-10 18:00:00,,,,2024-12-10 18:00:00,,,,[],0.0,
#453958,108878,2024-12-21 23:37:25,2024-12-21 23:37:25,,,,2024-12-21 23:37:25,,,,[],0.0,
#454008,108924,2024-12-22 03:11:40,2024-12-22 03:11:40,,,,2024-12-22 03:11:40,,,,[],0.0,
#455511,110438,2024-12-29 12:59:19,2024-12-29 12:59:19,,,,2024-12-29 12:59:19,,,,[],0.0,
#455986,110910,2024-12-30 21:40:56,2024-12-30 21:40:56,,,,2024-12-30 21:40:56,,,,[],0.0,
#456721,112226,2025-01-02 18:32:12,2025-01-02 18:32:12,,,,2025-01-02 18:32:12,,,,[],0.0,
#457129,112659,2025-01-06 01:15:10,2025-01-06 01:15:10,,,,2025-01-06 01:15:10,,,,[],0.0,
S03307,113111,2025-01-09 19:00:00,2025-01-09 19:00:00,,,,2025-01-09 19:00:00,Wholesale,Due on Ship,,[],0.0,581.5
S03307,113089,2025-01-09 19:00:00,2025-01-09 19:00:00,,,,2025-01-09 19:00:00,Wholesale,Due on Ship,,[],0.0,581.5
S03307,113086,2025-01-09 19:00:00,2025-01-09 19:00:00,,,,2025-01-09 19:00:00,Wholesale,Due on Ship,,[],0.0,581.5
S03312,113093,2025-01-09 20:00:00,2025-01-09 20:00:00,,,,2025-01-09 20:00:00,Wholesale,Due on Ship,,[],0.0,288.0
S03311,113114,2025-01-09 22:00:00,2025-01-09 22:00:00,,,,2025-01-09 22:00:00,Wholesale,Due on Ship,,[],0.0,957.88
#457605,113186,2025-01-10 16:31:16,2025-01-10 16:31:16,,,,2025-01-10 16:31:16,,,,[],0.0,
#457623,113198,2025-01-10 17:16:13,2025-01-10 17:16:13,,,,2025-01-10 17:16:13,,,,[],0.0,
S03317,113196,2025-01-10 17:18:16,2025-01-10 17:18:16,,,,2025-01-10 17:18:16,,,,[],0.0,
S02858,81055,2025-01-10 21:00:00,2025-01-10 21:00:00,,,,2025-01-10 21:00:00,,,,[],0.0,
#457844,113438,2025-01-12 02:48:19,2025-01-12 02:48:19,,,,2025-01-12 02:48:19,,,,[],0.0,
S03197,97571,2025-01-15 19:00:00,2025-01-15 19:00:00,,,,2025-01-15 19:00:00,Wholesale,Due on Ship,,[],0.0,3655.75
S03320,113601,2025-01-15 23:00:00,2025-01-15 23:00:00,,,,2025-01-15 23:00:00,Wholesale,Due on Ship,,[],0.0,1042.95
#458331,114046,2025-01-16 02:01:38,2025-01-16 02:01:38,,,,2025-01-16 02:01:38,,,,[],0.0,
#458506,114493,2025-01-17 17:30:41,2025-01-17 17:30:41,,,,2025-01-17 17:30:41,,,,[],0.0,
#458507,114492,2025-01-17 17:32:28,2025-01-17 17:32:28,,,,2025-01-17 17:32:28,,,,[],0.0,
#458512,114684,2025-01-17 17:44:01,2025-01-17 17:44:01,,,,2025-01-17 17:44:01,,,,[],0.0,
#458513,114683,2025-01-17 17:46:43,2025-01-17 17:46:43,,,,2025-01-17 17:46:43,,,,[],0.0,
#458514,114682,2025-01-17 17:49:14,2025-01-17 17:49:14,,,,2025-01-17 17:49:14,,,,[],0.0,
#458642,114830,2025-01-18 15:29:47,2025-01-18 15:29:47,,,,2025-01-18 15:29:47,,,,[],0.0,
#458757,114955,2025-01-19 14:26:16,2025-01-19 14:26:16,,,,2025-01-19 14:26:16,,,,[],0.0,
#458844,115040,2025-01-20 01:22:59,2025-01-20 01:22:59,,,,2025-01-20 01:22:59,,,,[],0.0,
#458892,115092,2025-01-20 16:27:49,2025-01-20 16:27:49,,,,2025-01-20 16:27:49,,,,[],0.0,
S03587,114437,2025-01-20 21:00:00,2025-01-20 21:00:00,,,,2025-02-19 21:00:00,Wholesale,30 Days,,[],0.0,5088.26
NONE,115343,2025-01-21 22:00:00,2025-01-21 22:00:00,,,,2025-01-21 22:00:00,,,,[],0.0,
#459208,115750,2025-01-23 02:36:35,2025-01-23 02:36:35,,,,2025-01-23 02:36:35,,,,[],0.0,
S03646,115517,2025-01-23 17:00:00,2025-01-23 17:00:00,,,,2025-01-23 17:00:00,Wholesale,Due on Ship,,[],0.0,1068.37
S03649,115586,2025-01-23 22:00:00,2025-01-23 22:00:00,,,,2025-01-23 22:00:00,Wholesale,Due on Ship,,[],0.0,3298.5
S02894,78595,2025-01-25 21:00:00,2025-01-25 21:00:00,,,,2025-01-25 21:00:00,,,,[],0.0,
#39J2F57CE8,116387,2025-01-27 16:00:00,2025-01-27 16:00:00,,,,2025-02-26 16:00:00,Faire,30 Days,,[],0.0,132.67
#459734,116407,2025-01-27 18:25:39,2025-01-27 18:25:39,,,,2025-01-27 18:25:39,,,,[],0.0,
EXC#455641,116894,2025-01-28 21:48:34,2025-01-28 21:48:34,,,,2025-01-28 21:48:34,,,,[],0.0,
#459903,116921,2025-01-29 00:28:40,2025-01-29 00:28:40,,,,2025-01-29 00:28:40,,,,[],0.0,
#460102,117167,2025-01-30 19:42:19,2025-01-30 19:42:19,,,,2025-01-30 19:42:19,,,,[],0.0,
S03699,117198,2025-01-31 21:00:00,2025-01-31 21:00:00,,,,2025-03-02 21:00:00,Wholesale,30 Days,,[],0.0,415.0
#460285,117906,2025-01-31 22:56:45,2025-01-31 22:56:45,,,,2025-01-31 22:56:45,,,,[],0.0,
#460305,117905,2025-02-01 01:03:56,2025-02-01 01:03:56,,,,2025-02-01 01:03:56,,,,[],0.0,
#460347,117472,2025-02-01 07:15:12,2025-02-01 07:15:12,,,,2025-02-01 07:15:12,,,,[],0.0,
#460355,117904,2025-02-01 11:22:48,2025-02-01 11:22:48,,,,2025-02-01 11:22:48,,,,[],0.0,
S03322,113322,2025-02-01 12:00:00,2025-02-01 12:00:00,,,,2025-02-01 12:00:00,,,,[],0.0,
S03341,117003,2025-02-01 18:00:00,2025-02-01 18:00:00,,,,2025-02-01 18:00:00,Wholesale,Due on Ship,,[],0.0,2281.91
S02951,116827,2025-02-01 18:00:00,2025-02-01 18:00:00,,,,2025-02-01 18:00:00,Wholesale,Due on Ship,,[],0.0,1904.5
S03341,113630,2025-02-01 18:00:00,2025-02-01 18:00:00,,,,2025-02-01 18:00:00,Wholesale,Due on Ship,,[],0.0,2281.91
S02951,81725,2025-02-01 18:00:00,2025-02-01 18:00:00,,,,2025-02-01 18:00:00,Wholesale,Due on Ship,,[],0.0,1904.5
#460452,117912,2025-02-01 22:28:43,2025-02-01 22:28:43,,,,2025-02-01 22:28:43,,,,[],0.0,
#VMCW949MS9,115815,2025-02-01 22:36:39,2025-02-01 22:36:39,,,,2025-03-03 22:36:39,Faire,30 Days,,[],0.0,996.78
S03272,108673,2025-02-02 01:00:00,2025-02-02 01:00:00,,,,2025-03-04 01:00:00,Wholesale,30 Days,,[],0.0,665.04
#460482,117903,2025-02-02 02:12:57,2025-02-02 02:12:57,,,,2025-02-02 02:12:57,,,,[],0.0,
#460561,117902,2025-02-02 19:43:02,2025-02-02 19:43:02,,,,2025-02-02 19:43:02,,,,[],0.0,
#461127,118461,2025-02-06 23:53:38,2025-02-06 23:53:38,,,,2025-02-06 23:53:38,,,,[],0.0,
S03767,118443,2025-02-07 21:00:00,2025-02-07 21:00:00,,,,2025-02-07 21:00:00,Wholesale,Due on Ship,,[],0.0,546.46
S03507,113812,2025-02-07 21:00:00,2025-02-07 21:00:00,,,,2025-02-07 21:00:00,Wholesale,Due on Ship,,[],0.0,1662.09
#Q5D35C29BK,118904,2025-02-09 04:46:39,2025-02-09 04:46:39,,,,2025-03-11 04:46:39,Faire,30 Days,,[],0.0,175.52
#461675,119036,2025-02-10 00:35:02,2025-02-10 00:35:02,,,,2025-02-10 00:35:02,,,,[],0.0,
S03011,118420,2025-02-10 18:00:00,2025-02-10 18:00:00,,,,2025-03-12 18:00:00,Wholesale,30 Days,,[],0.0,576.0
#5HCSX689S9,117302,2025-02-11 00:00:00,2025-02-11 00:00:00,,,,2025-03-13 00:00:00,Faire,30 Days,,[],0.0,40.95
#461932,119333,2025-02-11 16:48:54,2025-02-11 16:48:54,,,,2025-02-11 16:48:54,,,,[],0.0,
S03783,119165,2025-02-11 18:00:00,2025-02-11 18:00:00,,,,2025-02-11 18:00:00,Wholesale,Due on Ship,,[],0.0,2032.0
S03786,119156,2025-02-11 19:00:00,2025-02-11 19:00:00,,,,2025-03-13 19:00:00,Wholesale,30 Days,,[],0.0,2731.0
S03788,119358,2025-02-11 22:00:00,2025-02-11 22:00:00,,,,2025-03-13 22:00:00,Wholesale,30 Days,,[],0.0,2947.0
S03789,119357,2025-02-11 22:00:00,2025-02-11 22:00:00,,,,2025-03-13 22:00:00,Wholesale,30 Days,,[],0.0,2587.0
S03790,119356,2025-02-11 22:00:00,2025-02-11 22:00:00,,,,2025-03-13 22:00:00,Wholesale,30 Days,,[],0.0,2947.0
#462227,119681,2025-02-13 16:14:14,2025-02-13 16:14:14,,,,2025-02-13 16:14:14,,,,[],0.0,
#462273,119725,2025-02-13 21:17:34,2025-02-13 21:17:34,,,,2025-02-13 21:17:34,,,,[],0.0,
#462276,119734,2025-02-13 21:49:31,2025-02-13 21:49:31,,,,2025-02-13 21:49:31,,,,[],0.0,
#462357,120302,2025-02-14 13:46:29,2025-02-14 13:46:29,,,,2025-02-14 13:46:29,,,,[],0.0,
S03785,119154,2025-02-14 19:00:00,2025-02-14 19:00:00,,,,2025-02-14 19:00:00,Wholesale,Due on Ship,,[],0.0,689.0
S03612,115161,2025-02-14 19:00:00,2025-02-14 19:00:00,,,,2025-03-16 19:00:00,Wholesale,30 Days,,[],0.0,1464.88
#462417,120372,2025-02-14 20:39:14,2025-02-14 20:39:14,,,,2025-02-14 20:39:14,,,,[],0.0,
#462445,120399,2025-02-14 22:46:48,2025-02-14 22:46:48,,,,2025-02-14 22:46:48,,,,[],0.0,
#462450,120404,2025-02-14 23:08:13,2025-02-14 23:08:13,,,,2025-02-14 23:08:13,,,,[],0.0,
#462471,120425,2025-02-15 01:00:25,2025-02-15 01:00:25,,,,2025-02-15 01:00:25,,,,[],0.0,
#462512,121593,2025-02-15 05:46:21,2025-02-15 05:46:21,,,,2025-02-15 05:46:21,,,,[],0.0,
#462521,120480,2025-02-15 11:49:52,2025-02-15 11:49:52,,,,2025-02-15 11:49:52,,,,[],0.0,
#462543,120503,2025-02-15 14:37:45,2025-02-15 14:37:45,,,,2025-02-15 14:37:45,,,,[],0.0,
#462563,120521,2025-02-15 16:29:12,2025-02-15 16:29:12,,,,2025-02-15 16:29:12,,,,[],0.0,
S03195,97558,2025-02-15 19:00:00,2025-02-15 19:00:00,,,,2025-02-15 19:00:00,,,,[],0.0,
#462618,121588,2025-02-15 22:48:10,2025-02-15 22:48:10,,,,2025-02-15 22:48:10,,,,[],0.0,
S03274,108675,2025-02-16 01:00:00,2025-02-16 01:00:00,,,,2025-03-18 01:00:00,Wholesale,30 Days,,[],0.0,625.92
S03273,108674,2025-02-16 01:00:00,2025-02-16 01:00:00,,,,2025-03-18 01:00:00,Wholesale,30 Days,,[],0.0,625.92
#462651,120610,2025-02-16 02:34:44,2025-02-16 02:34:44,,,,2025-02-16 02:34:44,,,,[],0.0,
#462663,120622,2025-02-16 03:53:08,2025-02-16 03:53:08,,,,2025-02-16 03:53:08,,,,[],0.0,
#KEBD8HSSSR,120625,2025-02-16 04:44:45,2025-02-16 04:44:45,,,,2025-03-18 04:44:45,Faire,30 Days,,[],0.0,771.03
#462714,120673,2025-02-16 16:42:49,2025-02-16 16:42:49,,,,2025-02-16 16:42:49,,,,[],0.0,
#462716,120681,2025-02-16 16:47:29,2025-02-16 16:47:29,,,,2025-02-16 16:47:29,,,,[],0.0,
#462722,121576,2025-02-16 17:14:06,2025-02-16 17:14:06,,,,2025-02-16 17:14:06,,,,[],0.0,
#462789,120753,2025-02-17 00:11:02,2025-02-17 00:11:02,,,,2025-02-17 00:11:02,,,,[],0.0,
#462810,120778,2025-02-17 01:46:20,2025-02-17 01:46:20,,,,2025-02-17 01:46:20,,,,[],0.0,
#462824,121574,2025-02-17 02:34:17,2025-02-17 02:34:17,,,,2025-02-17 02:34:17,,,,[],0.0,
#787SQ62W2M,121086,2025-02-17 05:00:00,2025-02-17 05:00:00,,,,2025-03-19 05:00:00,Faire,30 Days,,[],0.0,1547.43
#462852,120819,2025-02-17 08:44:24,2025-02-17 08:44:24,,,,2025-02-17 08:44:24,,,,[],0.0,
#GP73FXJ39B,115792,2025-02-17 12:59:59,2025-02-17 12:59:59,,,,2025-03-19 12:59:59,Faire,30 Days,,[],0.0,200.08
#VC78NTXDGC,115669,2025-02-17 12:59:59,2025-02-17 12:59:59,,,,2025-03-19 12:59:59,Faire,30 Days,,[],0.0,395.21
#4DW3288AGE,115620,2025-02-17 12:59:59,2025-02-17 12:59:59,,,,2025-03-19 12:59:59,Faire,30 Days,,[],0.0,76.37
#462875,120842,2025-02-17 15:26:50,2025-02-17 15:26:50,,,,2025-02-17 15:26:50,,,,[],0.0,
#462924,120902,2025-02-17 20:40:10,2025-02-17 20:40:10,,,,2025-02-17 20:40:10,,,,[],0.0,
#462925,120901,2025-02-17 20:42:26,2025-02-17 20:42:26,,,,2025-02-17 20:42:26,,,,[],0.0,
#462927,120899,2025-02-17 20:45:12,2025-02-17 20:45:12,,,,2025-02-17 20:45:12,,,,[],0.0,
#462928,120898,2025-02-17 20:46:36,2025-02-17 20:46:36,,,,2025-02-17 20:46:36,,,,[],0.0,
#462931,121563,2025-02-17 21:05:10,2025-02-17 21:05:10,,,,2025-02-17 21:05:10,,,,[],0.0,
#462948,120924,2025-02-17 22:49:40,2025-02-17 22:49:40,,,,2025-02-17 22:49:40,,,,[],0.0,
S03832,124069,2025-02-17 23:00:00,2025-02-17 23:00:00,,,,2025-02-17 23:00:00,Wholesale,Due on Ship,,[],0.0,892.78
#463004,121393,2025-02-18 08:01:37,2025-02-18 08:01:37,,,,2025-02-18 08:01:37,,,,[],0.0,
NONE,121066,2025-02-18 21:20:52,2025-02-18 21:20:52,,,,2025-02-18 21:20:52,,,,[],0.0,
#463084,121085,2025-02-18 21:46:38,2025-02-18 21:46:38,,,,2025-02-18 21:46:38,,,,[],0.0,
#463088,121081,2025-02-18 22:00:02,2025-02-18 22:00:02,,,,2025-02-18 22:00:02,,,,[],0.0,
#787SQ62W2M,121087,2025-02-18 22:13:56,2025-02-18 22:13:56,,,,2025-03-20 22:13:56,Faire,30 Days,,[],0.0,1547.43
S03593,116411,2025-02-19 19:00:00,2025-02-19 19:00:00,,,,2025-02-19 19:00:00,Wholesale,Due on Ship,,[],0.0,1563.31
S03606,115101,2025-02-20 17:00:00,2025-02-20 17:00:00,,,,2025-02-20 17:00:00,Wholesale,Due on Ship,,[],0.0,740.23
#463487,121557,2025-02-21 15:40:57,2025-02-21 15:40:57,,,,2025-02-21 15:40:57,,,,[],0.0,
S03851,121675,2025-02-22 21:00:00,2025-02-22 21:00:00,,,,2025-03-24 21:00:00,Wholesale,30 Days,,[],0.0,2058.0
#463725,121849,2025-02-22 23:06:09,2025-02-22 23:06:09,,,,2025-02-22 23:06:09,,,,[],0.0,
#464092,122297,2025-02-24 04:58:43,2025-02-24 04:58:43,,,,2025-02-24 04:58:43,,,,[],0.0,
#464121,122506,2025-02-24 13:03:13,2025-02-24 13:03:13,,,,2025-02-24 13:03:13,,,,[],0.0,
S03645,115497,2025-02-24 16:00:00,2025-02-24 16:00:00,,,,2025-03-26 16:00:00,Wholesale,30 Days,,[],0.0,7715.65
#464165,122512,2025-02-24 17:16:40,2025-02-24 17:16:40,,,,2025-02-24 17:16:40,,,,[],0.0,
#464170,122511,2025-02-24 17:32:38,2025-02-24 17:32:38,,,,2025-02-24 17:32:38,,,,[],0.0,
S03547,122496,2025-02-24 19:00:00,2025-02-24 19:00:00,,,,2025-02-24 19:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03547,113995,2025-02-24 19:00:00,2025-02-24 19:00:00,,,,2025-02-24 19:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03547,113963,2025-02-24 19:00:00,2025-02-24 19:00:00,,,,2025-02-24 19:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03555,122510,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03551,122500,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03549,122498,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03548,122497,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03548,113994,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03549,113993,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03551,113991,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03554,113989,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03555,113988,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03555,113975,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03554,113974,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03551,113967,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03549,113965,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S03548,113964,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-02-24 20:00:00,Wholesale,Due on Ship,,[],0.0,595.31
S02441,57425,2025-02-24 20:00:00,2025-02-24 20:00:00,,,,2025-04-10 20:00:00,Wholesale,45 Days,,[],0.0,2792.75
S03391,113962,2025-02-24 21:00:00,2025-02-24 21:00:00,,,,2025-02-24 21:00:00,Wholesale,Due on Ship,,[],0.0,595.31
#464350,122552,2025-02-25 18:34:40,2025-02-25 18:34:40,,,,2025-02-25 18:34:40,,,,[],0.0,
S03416,114696,2025-02-25 22:00:00,2025-02-25 22:00:00,,,,2025-03-27 22:00:00,Wholesale,30 Days,,[],0.0,913.0
NONE,119124,2025-02-26 16:00:00,2025-02-26 16:00:00,,,,2025-02-26 16:00:00,,,,[],0.0,
S03862,122594,2025-02-26 22:00:00,2025-02-26 22:00:00,,,,2025-02-26 22:00:00,Wholesale,Due on Ship,,[],0.0,574.45
S03864,122883,2025-02-27 16:00:00,2025-02-27 16:00:00,,,,2025-02-27 16:00:00,Wholesale,Due on Ship,,[],0.0,613.0
#464831,123237,2025-02-27 17:05:38,2025-02-27 17:05:38,,,,2025-02-27 17:05:38,,,,[],0.0,
#464916,123343,2025-02-27 23:20:52,2025-02-27 23:20:52,,,,2025-02-27 23:20:52,,,,[],0.0,
#464955,123384,2025-02-28 03:04:50,2025-02-28 03:04:50,,,,2025-02-28 03:04:50,,,,[],0.0,
#SBKVUXWQ4C,123396,2025-02-28 04:45:52,2025-02-28 04:45:52,,,,2025-03-30 04:45:52,Faire,30 Days,,[],0.0,188.82
S03872,123307,2025-02-28 21:00:00,2025-02-28 21:00:00,,,,2025-03-30 21:00:00,Wholesale,30 Days,,[],0.0,20.0
S03784,119157,2025-03-01 19:00:00,2025-03-01 19:00:00,,,,2025-03-31 19:00:00,Wholesale,30 Days,,[],0.0,2614.0
S03784,119150,2025-03-01 19:00:00,2025-03-01 19:00:00,,,,2025-03-31 19:00:00,Wholesale,30 Days,,[],0.0,2614.0
S03377,113651,2025-03-01 19:00:00,2025-03-01 19:00:00,,,,2025-03-01 19:00:00,Wholesale,Due on Ship,,[],0.0,2190.95
S02790,81858,2025-03-01 20:00:00,2025-03-01 20:00:00,,,,2025-03-31 20:00:00,Wholesale,30 Days,,[],0.0,1574.98
S03412,115588,2025-03-01 22:00:00,2025-03-01 22:00:00,,,,2025-03-01 22:00:00,Wholesale,Due on Ship,,[],0.0,799.5
S03457,113814,2025-03-01 22:00:00,2025-03-01 22:00:00,,,,2025-03-31 22:00:00,Wholesale,30 Days,,[],0.0,242.0
S02831,78099,2025-03-01 22:00:00,2025-03-01 22:00:00,,,,2025-03-01 22:00:00,,,,[],0.0,
S03473,116724,2025-03-01 23:00:00,2025-03-01 23:00:00,,,,2025-03-01 23:00:00,Wholesale,Due on Ship,,[],0.0,641.25
